ID,Afinidad electronica,Potencial de ionizacion,Electronegatividad,Potencial quimico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Absorción intestinal (humana),Permeabilidad de la piel,Sustrato de la glicoproteína P,Inhibidor de la P-glicoproteína I ,Inhibidor de la P-glicoproteína II,VDss (humano),Fracción no consolidada (humana),Permeabilidad BBB,Permeabilidad del SNC,Sustrato del CYP2D6,Sustrato del CYP3A4,Inhibidor de CYP1A2,Inhibidor de CYP2C19,Inhibidor de CYP2C9,Inhibidor de CYP2D6,Inhibidor de CYP3A4,Liquidación total,Sustrato renal de OCT2,Toxicidad AMES,Dosis máxima tolerada (humana),Inhibidor de hERG I,Inhibidor de hERG II,Toxicidad aguda oral en ratas (DL50),Toxicidad crónica oral en ratas (LOAEL),Hepatotoxicidad,Sensibilización cutánea,Toxicidad de T. Pyriformis,Toxicidad de los pececillos,Volumen, Ligando GPCR ,Modulador del canal iónico,Inhibidor de quinasa,Ligando del receptor nuclear,Inhibidor de proteasa,Inhibidor de enzima
927,-0.22996251,7.511296862,3.640667176,-3.640667176,1.712183619,3.870629686,0.129177948,-7.511296862,0.22996251,4.016345918,0.375678742,4.392024659,1.281203138,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.139,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.059,-0.147,-0.181,0.369,0.014,0.209
928,-0.239502897,7.507568872,3.634032988,-3.634032988,1.704669344,3.873535885,0.12908103,-7.507568872,0.239502897,4.005877824,0.371844836,4.37772266,1.284931128,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
929,-0.200032472,7.54558892,3.672778224,-3.672778224,1.741538761,3.872810696,0.1291052,-7.54558892,0.200032472,4.06202921,0.389250986,4.451280196,1.24691108,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
930,-0.156899364,7.609013717,3.726057176,-3.726057176,1.787748837,3.882956541,0.128767859,-7.609013717,0.156899364,4.136146993,0.410089817,4.54623681,1.183486283,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
931,-0.239388609,7.507519892,3.634065641,-3.634065641,1.704735907,3.87345425,0.12908375,-7.507519892,0.239388609,4.005950509,0.371884867,4.377835376,1.284980108,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
932,-0.239554599,7.507601526,3.634023463,-3.634023463,1.704641848,3.873578063,0.129079624,-7.507601526,0.239554599,4.005850838,0.371827374,4.377678212,1.284898474,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
933,-0.208302077,7.540206465,3.665952194,-3.665952194,1.734424814,3.874254271,0.129057095,-7.540206465,0.208302077,4.051682695,0.385730501,4.437413196,1.252293535,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
934,-0.241334238,7.504436817,3.63155129,-3.63155129,1.702627753,3.872885528,0.129102706,-7.504436817,0.241334238,4.002514089,0.370962799,4.373476888,1.288063183,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.139,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.059,-0.147,-0.181,0.369,0.014,0.209
935,-0.276633126,7.452644979,3.588005927,-3.588005927,1.665587181,3.864639052,0.129378189,-7.452644979,0.276633126,3.942670026,0.354664099,4.297334125,1.339855021,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
936,-0.208397317,7.540124831,3.665863757,-3.665863757,1.734338087,3.874261074,0.129056868,-7.540124831,0.208397317,4.0515526,0.385688843,4.437241444,1.252375169,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
937,-0.208345615,7.540279937,3.665967161,-3.665967161,1.734412785,3.874312776,0.129055146,-7.540279937,0.208345615,4.051685463,0.385718302,4.437403765,1.252220063,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.197,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.087,-0.119,-0.153,0.397,-0.048,0.157
938,-0.2048843,7.542443259,3.66877948,-3.66877948,1.73736592,3.873663779,0.129076768,-7.542443259,0.2048843,4.055963632,0.387184152,4.443147784,1.250056741,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.139,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.059,-0.147,-0.181,0.369,0.014,0.209
939,-0.223480707,7.521103922,3.648811607,-3.648811607,1.719114295,3.872292315,0.129122483,-7.521103922,0.223480707,4.027556638,0.378745031,4.406301669,1.271396078,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.139,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.059,-0.147,-0.181,0.369,0.014,0.209
940,-0.110710395,7.719577169,3.804433387,-3.804433387,1.848426802,3.915143782,0.127709231,-7.719577169,0.110710395,4.240036468,0.435603081,4.675639548,1.072922831,495.919,7.6978,9,2,0,199.78,-6.244,1.003,92.108,-2.735,1,1,1,0.377,0.091,1.19,-1.302,0,1,0,1,0,1,0,-0.027,0,1,0.147,1,1,2.614,0.272,1,0,0.289,1.077,414.21,-0.024,-0.031,-0.048,0.229,-0.085,0.11
941,-0.128169357,7.713506261,3.792668452,-3.792668452,1.834344429,3.920837809,0.127523765,-7.713506261,0.128169357,4.220783381,0.428114929,4.648898311,1.078993739,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
942,-0.04940266,7.790349098,3.870473219,-3.870473219,1.910846594,3.919875879,0.127555059,-7.790349098,0.04940266,4.336067688,0.465594469,4.801662156,1.002150902,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
943,-0.128022415,7.713337549,3.792657567,-3.792657567,1.834407742,3.920679982,0.127528899,-7.713337549,0.128022415,4.220821523,0.428163956,4.648985478,1.079162451,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
944,-0.177095814,7.646328984,3.734616585,-3.734616585,1.782769234,3.911712399,0.127821258,-7.646328984,0.177095814,4.139041577,0.404424992,4.543466568,1.146171016,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
945,-0.116462927,7.713402857,3.798469965,-3.798469965,1.842735811,3.914932892,0.12771611,-7.713402857,0.116462927,4.231337405,0.43286744,4.664204845,1.079097143,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
946,-0.177035948,7.646397013,3.734680532,-3.734680532,1.782828427,3.911716481,0.127821125,-7.646397013,0.177035948,4.139133253,0.404452721,4.543585974,1.146102987,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
947,-0.189852612,7.638024004,3.724085696,-3.724085696,1.771721113,3.913938308,0.127748564,-7.638024004,0.189852612,4.12300625,0.398920554,4.521926803,1.154475996,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
948,-0.189983228,7.637953254,3.723985013,-3.723985013,1.771611766,3.913968241,0.127747587,-7.637953254,0.189983228,4.122850303,0.39886529,4.521715593,1.154546746,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
949,-0.1223107,7.721895598,3.799792449,-3.799792449,1.840648003,3.922103149,0.127482624,-7.721895598,0.1223107,4.230807121,0.431014672,4.661821793,1.070604402,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
950,-0.177035948,7.646386129,3.73467509,-3.73467509,1.782825711,3.911711039,0.127821303,-7.646386129,0.177035948,4.139127137,0.404452046,4.543579183,1.146113871,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
951,-0.116533677,7.71343279,3.798449556,-3.798449556,1.842692315,3.914983233,0.127714468,-7.71343279,0.116533677,4.231289997,0.432840441,4.664130438,1.07906721,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
952,-0.17722643,7.646124897,3.734449234,-3.734449234,1.782626204,3.911675663,0.127822458,-7.646124897,0.17722643,4.138810279,0.404361045,4.543171324,1.146375103,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
953,-0.122444037,7.702621621,3.790088792,-3.790088792,1.835738342,3.912532829,0.127794455,-7.702621621,0.122444037,4.219849341,0.429760549,4.64960989,1.089878379,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
954,-0.122373286,7.70273591,3.790181312,-3.790181312,1.835817752,3.912554598,0.127793744,-7.70273591,0.122373286,4.219977733,0.429796421,4.649774155,1.08976409,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
955,-0.048948226,7.789810309,3.870431041,-3.870431041,1.911047059,3.919379267,0.127571221,-7.789810309,0.048948226,4.336184989,0.465753947,4.801938936,1.002689691,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
956,-0.189700227,7.638173668,3.72423672,-3.72423672,1.771865431,3.913936947,0.127748609,-7.638173668,0.189700227,4.123225909,0.398989189,4.522215098,1.154326332,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
957,-0.189855333,7.637958696,3.724051681,-3.724051681,1.771702914,3.913907015,0.127749586,-7.637958696,0.189855333,4.122967132,0.39891545,4.521882582,1.154541304,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
958,-0.122299815,7.721860222,3.799780204,-3.799780204,1.840646994,3.922080019,0.127483376,-7.721860222,0.122299815,4.230797098,0.431016895,4.661813993,1.070639778,495.919,7.6978,11,2,0,199.78,-6.261,0.976,92.089,-2.735,1,1,1,0.314,0.102,1.26,-1.431,0,1,0,1,0,1,0,0.138,0,1,0.14,1,1,2.615,0.267,0,0,0.288,0.981,414.78,-0.013,-0.02,-0.048,0.264,-0.148,0.052
959,-0.131328624,7.697674552,3.783172964,-3.783172964,1.828125159,3.914501588,0.127730182,-7.697674552,0.131328624,4.209024339,0.425851375,4.634875715,1.094825448,495.919,7.6978,9,2,0,199.78,-6.244,1.003,92.108,-2.735,1,1,1,0.377,0.091,1.19,-1.302,0,1,0,1,0,1,0,-0.027,0,1,0.147,1,1,2.614,0.272,1,0,0.289,1.077,414.21,-0.024,-0.031,-0.048,0.229,-0.085,0.11
960,-0.182984404,7.61887248,3.717944038,-3.717944038,1.771771525,3.900928442,0.128174615,-7.61887248,0.182984404,4.118359599,0.400415561,4.518775161,1.17362752,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
961,-0.085025365,7.722162271,3.818568453,-3.818568453,1.867697525,3.903593818,0.128087097,-7.722162271,0.085025365,4.264930979,0.446362526,4.711293506,1.070337729,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
962,-0.183183049,7.618902413,3.717859682,-3.717859682,1.771639222,3.901042731,0.12817086,-7.618902413,0.183183049,4.118199404,0.400339722,4.518539126,1.173597587,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
963,-0.120277993,7.697062291,3.788392149,-3.788392149,1.835907681,3.908670142,0.127920746,-7.697062291,0.120277993,4.218687524,0.430295375,4.648982898,1.095437709,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
964,-0.120288878,7.697029637,3.78837038,-3.78837038,1.835891694,3.908659258,0.127921102,-7.697029637,0.120288878,4.218659291,0.430288912,4.648948203,1.095470363,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
965,-0.098614838,7.720649306,3.811017234,-3.811017234,1.857444906,3.909632072,0.127889272,-7.720649306,0.098614838,4.251657533,0.440640299,4.692297831,1.071850694,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
966,-0.120400445,7.696882695,3.788241125,-3.788241125,1.835774727,3.90864157,0.127921681,-7.696882695,0.120400445,4.218475486,0.430234361,4.648709846,1.095617305,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
967,-0.216397528,7.576547557,3.680075015,-3.680075015,1.737847754,3.896472543,0.128321192,-7.576547557,0.216397528,4.064944329,0.384869314,4.449813643,1.215952443,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
968,-0.1980814,7.605359199,3.7036389,-3.7036389,1.757806819,3.9017203,0.128148602,-7.605359199,0.1980814,4.097341306,0.393702407,4.491043713,1.187140801,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
969,-0.181264631,7.624189627,3.721462498,-3.721462498,1.774308409,3.902727129,0.128115542,-7.624189627,0.181264631,4.122880549,0.401418051,4.5242986,1.168310373,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
970,-0.200925012,7.589192788,3.694133888,-3.694133888,1.751786755,3.8950589,0.128367764,-7.589192788,0.200925012,4.085736062,0.391602174,4.477338235,1.203307212,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
971,-0.198097727,7.60491565,3.703408962,-3.703408962,1.757684791,3.901506689,0.128155618,-7.60491565,0.198097727,4.097077608,0.393668646,4.490746254,1.18758435,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
972,-0.198095006,7.605160555,3.703532775,-3.703532775,1.757747764,3.90162778,0.12815164,-7.605160555,0.198095006,4.097217623,0.393684849,4.490902472,1.187339445,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
973,-0.094119482,7.717968964,3.811924741,-3.811924741,1.860036574,3.906044223,0.128006743,-7.717968964,0.094119482,4.254254473,0.442329732,4.696584204,1.074531036,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
974,-0.181346266,7.624279425,3.721466579,-3.721466579,1.774273332,3.902812845,0.128112728,-7.624279425,0.181346266,4.122858227,0.401391648,4.524249875,1.168220575,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
975,-0.18642395,7.630636055,3.722106052,-3.722106052,1.772286954,3.908530003,0.127925332,-7.630636055,0.18642395,4.121906231,0.399800178,4.521706409,1.161863945,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
976,-0.107246358,7.712412355,3.802582999,-3.802582999,1.849139201,3.909829356,0.127882819,-7.712412355,0.107246358,4.239159369,0.436576371,4.67573574,1.080087645,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
977,-0.186521912,7.63078844,3.722133264,-3.722133264,1.77225611,3.908655176,0.127921236,-7.63078844,0.186521912,4.121904639,0.399771375,4.521676014,1.16171156,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
978,-0.21149944,7.601862509,3.695181534,-3.695181534,1.747566113,3.906680974,0.127985879,-7.601862509,0.21149944,4.083492002,0.388310468,4.47180247,1.190637491,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
979,-0.211717133,7.601892442,3.695087654,-3.695087654,1.747421937,3.906804787,0.127981823,-7.601892442,0.211717133,4.083316362,0.388228708,4.47154507,1.190607558,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
980,-0.050627182,7.777399098,3.863385958,-3.863385958,1.906706816,3.91401314,0.127746122,-7.777399098,0.050627182,4.327651437,0.464265479,4.791916916,1.015100902,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
981,-0.211651825,7.601914211,3.695131193,-3.695131193,1.747472853,3.906783018,0.127982536,-7.601914211,0.211651825,4.083386327,0.388255134,4.471641461,1.190585789,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
982,-0.211562027,7.601829855,3.695133914,-3.695133914,1.747514377,3.906695941,0.127985389,-7.601829855,0.211562027,4.083418326,0.388284412,4.471702738,1.190670145,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
983,-0.126027804,7.695070402,3.784521299,-3.784521299,1.831277537,3.910549103,0.127859282,-7.695070402,0.126027804,4.212356825,0.427835526,4.640192351,1.097429598,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
984,-0.197379341,7.611849166,3.707234913,-3.707234913,1.759916576,3.904614253,0.128053623,-7.611849166,0.197379341,4.101610814,0.394375902,4.495986716,1.180650834,495.919,7.6978,10,2,0,199.78,-6.444,1.021,92.249,-2.734,1,1,1,-0.02,0.106,1.239,-1.439,0,1,0,1,0,1,0,0.121,0,1,0.24,1,1,2.597,0.38,0,0,0.286,-0.863,414.78,0.102,-0.103,-0.147,0.379,0.057,0.247
985,-0.221200375,7.580950394,3.679875009,-3.679875009,1.735608614,3.901075385,0.128169787,-7.580950394,0.221200375,4.063180542,0.383305533,4.446486075,1.211549606,495.919,7.6962,11,2,0,199.78,-6.424,1.016,92.18,-2.734,1,1,1,0.09,0.105,1.282,-1.544,0,1,0,1,0,1,0,0.234,0,1,0.26,0,1,2.571,0.346,0,0,0.286,-1.512,415.13,0.13,-0.074,-0.119,0.407,-0.005,0.196
