ID,Afinidad electronica,Potencial de ionizacion,Electronegatividad,Potencial quimico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Absorción intestinal (humana),Permeabilidad de la piel,Sustrato de la glicoproteína P,Inhibidor de la P-glicoproteína I ,Inhibidor de la P-glicoproteína II,VDss (humano),Fracción no consolidada (humana),Permeabilidad BBB,Permeabilidad del SNC,Sustrato del CYP2D6,Sustrato del CYP3A4,Inhibidor de CYP1A2,Inhibidor de CYP2C19,Inhibidor de CYP2C9,Inhibidor de CYP2D6,Inhibidor de CYP3A4,Liquidación total,Sustrato renal de OCT2,Toxicidad AMES,Dosis máxima tolerada (humana),Inhibidor de hERG I,Inhibidor de hERG II,Toxicidad aguda oral en ratas (DL50),Toxicidad crónica oral en ratas (LOAEL),Hepatotoxicidad,Sensibilización cutánea,Toxicidad de T. Pyriformis,Toxicidad de los pececillos,Volumen, Ligando GPCR ,Modulador del canal iónico,Inhibidor de quinasa,Ligando del receptor nuclear,Inhibidor de proteasa,Inhibidor de enzima
53,0.9587,6.2902,3.6244,-3.6244,1.232,5.3315,0.1876,-6.2902,-0.9587,4.6093,0.9849,5.5942,2.5023,671.57,3.69,3,10,4,145.27,-5.289,-0.154,51.793,-7.52,1,1,1,-0.731,0.238,-1.247,-3.244,0,1,0,0,0,0,1,-0.431,0,0,-0.132,0,0,2.335,1.893,1,0,0.324,1.171,547.28,0.23,-0.22,-0.4,0.01,0.3,0.19
54,0.7535,6.3789,3.5662,-3.5662,1.1304,5.6254,0.1778,-6.3789,-0.7535,4.3954,0.8293,5.2247,2.4136,624.57,3.42,3,10,4,145.27,-6.14,0.055,60.436,-7.21,1,1,1,-0.239,0.256,-1.002,-2.306,0,1,0,0,0,0,1,-0.243,0,0,-0.229,0,1,2.464,1.497,1,0,0.554,0.887,541.17,0.17,-0.36,-0.39,-0.09,0.27,0.18
55,0.7799,6.3247,3.5523,-3.5523,1.1379,5.5449,0.1803,-6.3247,-0.7799,4.3985,0.8462,5.2447,2.4678,580.12,3.29,3,10,4,145.27,-6.09,0.061,60.7,-6.98,1,1,1,-0.249,0.261,-0.994,-2.329,0,1,0,0,0,0,1,-0.268,0,0,-0.218,0,1,2.468,1.507,1,0,0.56,1.033,536.82,0.26,-0.27,-0.31,-0.04,0.32,0.21
56,1.3241,6.2567,3.7904,-3.7904,1.4564,4.9326,0.2027,-6.2567,-1.3241,5.1162,1.3528,6.469,2.5358,657.55,3.36,3,10,4,145.27,-5.95,0.05,57.879,-7.56,1,1,1,-0.284,0.276,-1.026,-2.429,0,1,0,0,0,0,1,-0.132,0,0,-0.181,0,1,2.375,1.505,1,0,0.548,0.859,530.69,0.22,-0.2,-0.43,0.03,0.28,0.22
57,1.0841,6.3422,3.7131,-3.7131,1.3111,5.2581,0.1902,-6.3422,-1.0841,4.8073,1.0942,5.9015,2.4503,640.57,2.44,4,11,5,165.49,-5.789,0.086,54.588,-7.65,1,1,1,-0.355,0.282,-1.194,-2.621,0,1,0,0,0,0,1,-0.275,0,0,-0.162,0,1,2.284,1.501,1,0,0.452,0.902,549.43,0.2,-0.39,-0.39,-0.06,0.31,0.21
58,0.8504,6.3038,3.5771,-3.5771,1.1732,5.4534,0.1834,-6.3038,-0.8504,4.4757,0.8986,5.3743,2.4887,642.19,3.73,3,10,4,145.27,-6.523,0.064,71.237,-6.83,1,1,1,0.007,0.163,-0.969,-1.88,0,1,0,0,0,0,1,-0.298,0,0,-0.641,0,1,2.616,1,1,0,0.409,0.517,591.64,0.04,-0.73,-0.66,-0.5,0.14,-0.24
59,3.08,4.81,3.95,-3.95,4.49,1.73,0.578034682,-4.81,-3.08,11.06,7.11,18.17,3.9825,596.85,8.6,10,4,2,74.6,-7.235,1.013,90.403,-2.874,1,1,1,1.096,0.077,-0.011,-1.409,0,1,0,0,0,0,1,-0.136,0,0,-0.213,0,1,2.591,1.211,0,0,0.596,-0.903,612.41,-0.09,-0.62,-0.45,0.16,0,-0.05
60,2.89,4.58,3.73,-3.73,4.11,1.69,0.591715976,-4.58,-2.89,10.2,6.47,16.67,4.2125,596.85,8.6,10,4,2,74.6,-7.235,1.013,90.403,-2.874,1,1,1,1.096,0.077,-0.011,-1.409,0,1,0,0,0,0,1,-0.136,0,0,-0.213,0,1,2.591,1.211,0,0,0.596,-0.903,612.41,-0.09,-0.62,-0.45,0.16,0,-0.05
61,2.76,4.61,3.68,-3.68,3.68,1.85,0.540540541,-4.61,-2.76,9.31,5.63,14.94,4.1825,552.89,9.64,10,1,1,20.23,-7.845,1.107,86.42,-2.776,1,1,1,1.532,0.014,0.59,-3.52,0,1,0,0,0,0,0,-0.171,0,0,0.036,0,1,2.536,2.004,1,0,0.649,-1.677,600.01,-0.03,-0.26,-0.2,0.49,0.02,0.24
62,2.56,4.37,3.47,-3.47,3.32,1.81,0.552486188,-4.37,-2.56,8.49,5.02,13.51,4.4225,552.89,9.64,10,1,1,20.23,-7.845,1.107,86.42,-2.776,1,1,1,1.532,0.014,0.59,-3.52,0,1,0,0,0,0,0,-0.171,0,0,0.036,0,1,2.536,2.004,1,0,0.649,-1.677,600.01,-0.03,-0.26,-0.2,0.49,0.02,0.24
63,2.96,4.89,3.93,-3.93,4,1.93,0.518134715,-4.89,-2.96,10.08,6.15,16.23,3.9025,658.92,8.49,12,6,2,96.36,-6.795,1.628,85.945,-2.911,1,1,1,1.02,0.079,-0.373,-1.633,0,1,0,0,0,0,1,0.271,0,0,-0.493,0,1,2.147,0.238,0,0,0.4,-0.904,664.84,-0.44,-1.04,-1.03,-0.28,-0.05,-0.36
64,2.78,4.66,3.72,-3.72,3.67,1.89,0.529100529,-4.66,-2.78,9.32,5.6,14.92,4.1325,658.92,8.49,12,6,2,96.36,-6.795,1.628,85.945,-2.911,1,1,1,1.02,0.079,-0.373,-1.633,0,1,0,0,0,0,1,0.271,0,0,-0.493,0,1,2.147,0.238,0,0,0.4,-0.904,664.84,-0.44,-1.04,-1.03,-0.28,-0.05,-0.36
65,2.99,4.5,3.74,-3.74,4.63,1.51,0.662251656,-4.5,-2.99,11.23,7.48,18.71,4.2925,584.88,9.17,13,3,3,60.68,-7.145,1.07,89.16,-2.791,1,1,1,1.224,0.083,0.06,-1.474,0,1,0,0,0,0,0,-0.112,0,0,0.167,0,1,2.467,1.571,1,0,0.606,-1.328,620.72,-0.05,-0.38,-0.24,0.37,0.08,0.21
66,2.79,4.27,3.53,-3.53,4.2,1.48,0.675675676,-4.27,-2.79,10.25,6.72,16.97,4.5225,584.88,9.17,13,3,3,60.68,-7.145,1.07,89.16,-2.791,1,1,1,1.224,0.083,0.06,-1.474,0,1,0,0,0,0,0,-0.112,0,0,0.167,0,1,2.467,1.571,1,0,0.606,-1.328,620.72,-0.05,-0.38,-0.24,0.37,0.08,0.21
67,3.06,4.86,3.96,-3.96,4.37,1.8,0.555555556,-4.86,-3.06,10.82,6.86,17.68,3.9325,600.88,8.32,12,4,3,77.75,-6.975,1.007,90.678,-2.844,1,1,1,1.143,0.097,-0.073,-1.637,0,1,0,0,0,0,1,-0.031,0,0,-0.142,0,1,2.53,1.255,0,0,0.565,-1.011,624.71,-0.07,-0.54,-0.48,0.26,-0.08,0.17
68,2.87,4.63,3.75,-3.75,4.01,1.75,0.571428571,-4.63,-2.87,10.01,6.26,16.27,4.1625,600.88,8.32,12,4,3,77.75,-6.975,1.007,90.678,-2.844,1,1,1,1.143,0.097,-0.073,-1.637,0,1,0,0,0,0,1,-0.031,0,0,-0.142,0,1,2.53,1.255,0,0,0.565,-1.011,624.71,-0.07,-0.54,-0.48,0.26,-0.08,0.17
69,3.02,4.9,3.96,-3.96,4.17,1.88,0.531914894,-4.9,-3.02,10.44,6.48,16.92,3.8925,781.17,9.96,23,5,2,83.83,-5.161,0.866,86.155,-2.734,1,1,1,1.493,0.056,-0.452,-1.653,0,1,0,0,0,0,0,0.209,0,0,0.042,0,1,2.202,-0.735,0,0,0.292,-2.724,823.05,-1.73,-2.82,-2.7,-2.08,-1.23,-1.84
70,2.83,4.66,3.75,-3.75,3.83,1.83,0.546448087,-4.66,-2.83,9.65,5.91,15.56,4.1325,781.17,9.96,23,5,2,83.83,-5.161,0.866,86.155,-2.734,1,1,1,1.493,0.056,-0.452,-1.653,0,1,0,0,0,0,0,0.209,0,0,0.042,0,1,2.202,-0.735,0,0,0.292,-2.724,823.05,-1.73,-2.82,-2.7,-2.08,-1.23,-1.84
71,2.79,4.58,3.69,-3.69,3.79,1.79,0.558659218,-4.58,-2.79,9.54,5.86,15.4,4.2125,568.89,9.39,10,2,2,40.46,-7.662,1.097,87.853,-2.812,1,1,1,1.389,0.034,0.362,-3.593,0,1,0,0,0,0,0,-0.177,0,0,-0.067,0,1,2.569,1.743,1,0,0.651,-1.422,608.05,-0.08,-0.36,-0.24,0.35,0.01,0.13
72,2.59,4.35,3.47,-3.47,3.42,1.76,0.568181818,-4.35,-2.59,8.69,5.23,13.92,4.4425,568.89,9.39,10,2,2,40.46,-7.662,1.097,87.853,-2.812,1,1,1,1.389,0.034,0.362,-3.593,0,1,0,0,0,0,0,-0.177,0,0,-0.067,0,1,2.569,1.743,1,0,0.651,-1.422,608.05,-0.08,-0.36,-0.24,0.35,0.01,0.13
73,1.907,5.452,3.679,-3.679,1.909,3.545,0.282087447,-5.452,-1.907,5.88,2.2,8.08,3.3405,526.72,4.65,11,8,3,103.67,-5.94,0.853,68.914,-3.021,1,1,1,0.353,0.279,-0.708,-2.627,0,1,0,0,0,0,1,-0.113,0,0,0.055,0,1,2.57,1.18,1,0,0.853,0.424,525.87,0.51,0.02,0.01,0.19,0.62,0.43
74,1.907,5.542,3.724,-3.724,1.908,3.635,0.275103164,-5.542,-1.907,5.906,2.181,8.087,3.2505,512.7,4.58,11,8,4,114.52,-5.851,0.722,69.639,-3.027,1,1,1,0.304,0.285,-0.741,-2.649,0,1,0,0,0,0,1,0.054,0,0,0.092,0,1,2.566,1.146,1,0,0.867,0.453,508.92,0.56,0.13,0.04,0.18,0.68,0.45
75,1.927,5.471,3.699,-3.699,1.931,3.544,0.282167043,-5.471,-1.927,5.932,2.233,8.165,3.3215,498.67,4,11,8,4,114.52,-5.567,0.598,68.732,-2.999,1,1,1,0.3,0.313,-0.774,-2.84,0,1,0,0,0,0,1,0.199,0,0,0.183,0,1,2.516,1.213,1,0,0.892,0.522,492.69,0.49,0.12,0.06,0.13,0.58,0.35
76,1.1657,5.476,3.3209,-3.3209,1.2793,4.3103,0.232002413,-5.476,-1.1657,4.4884,1.1675,5.6559,3.3165,918.984,-5.9202,7,14,13,367.572,-3.137,0.678,17.032,-2.735,1,1,1,-1.189,0.327,-3.125,-5.064,0,1,0,0,0,0,0,-0.149,0,0,0.302,0,1,1.021,1.592,1,0,0.285,3.402,789.16,0.413,0.092,0.181,-0.053,0.623,0.324
77,1.3543,5.5987,3.4765,-3.4765,1.4238,4.2444,0.235604561,-5.5987,-1.3543,4.8511,1.3746,6.2257,3.1938,919.968,-5.3209,7,14,13,367.026,-3.159,0.653,19.911,-2.735,1,1,1,-1.197,0.32,-3.13,-4.934,0,1,0,0,0,0,0,-0.538,0,0,0.274,0,1,1.035,1.548,1,0,0.285,3.27,785.89,0.452,0.134,0.132,-0.003,0.622,0.35
78,1.3856,5.6172,3.5014,-3.5014,1.4486,4.2316,0.236317232,-5.6172,-1.3856,4.9124,1.411,6.3234,3.1753,902.985,-4.8926,6,13,12,362.777,-3.222,0.638,22.591,-2.735,1,1,1,-1.149,0.317,-2.946,-4.71,0,1,0,0,0,0,0,-0.165,0,0,0.195,0,1,1.081,1.57,1,0,0.285,3.16,780.9,0.428,0.087,0.162,-0.018,0.667,0.34
79,1.311,5.5495,3.4303,-3.4303,1.3881,4.2384,0.23593809,-5.5495,-1.311,4.7562,1.326,6.0822,3.243,903.969,-4.2933,6,13,12,362.232,-3.25,0.612,25.47,-2.735,1,1,1,-1.152,0.31,-2.951,-4.579,0,1,0,0,0,0,0,-0.554,0,0,0.162,0,1,1.101,1.526,1,0,0.285,3.028,770.63,0.468,0.13,0.112,0.033,0.666,0.367
80,1.3129,5.5792,3.4461,-3.4461,1.3918,4.2662,0.234400638,-5.5792,-1.3129,4.7732,1.3272,6.1004,3.2133,887.97,-3.2641,6,12,11,357.437,-3.361,0.571,30.961,-2.735,1,1,1,-1.095,0.301,-2.801,-4.324,0,1,0,0,0,0,0,-0.577,0,0,0.063,0,1,1.166,1.491,1,0,0.285,2.737,769.59,0.456,0.143,0.123,0.002,0.649,0.347
81,1.4944,5.8959,3.6952,-3.6952,1.5511,4.4014,0.227200436,-5.8959,-1.4944,5.2249,1.5297,6.7546,2.8966,903.969,-5.0265,7,13,12,362.232,-3.223,0.657,22.13,-2.735,1,1,1,-1.153,0.324,-2.961,-4.832,0,1,0,0,0,0,0,-0.574,0,0,0.224,0,1,1.058,1.583,1,0,0.285,3.164,770.87,0.448,0.123,0.104,-0.058,0.636,0.336
82,1.4588,5.873,3.6659,-3.6659,1.5222,4.4142,0.226541616,-5.873,-1.4588,5.1533,1.4874,6.6407,2.9195,902.985,-5.6258,7,13,12,362.777,-3.196,0.682,19.251,-2.735,1,1,1,-1.148,0.33,-2.955,-4.962,0,1,0,0,0,0,0,-0.186,0,0,0.256,0,1,1.039,1.627,1,0,0.285,3.296,781.14,0.408,0.08,0.154,-0.109,0.637,0.309
83,1.2972,5.5615,3.4293,-3.4293,1.3789,4.2643,0.234505077,-5.5615,-1.2972,4.739,1.3097,6.0487,3.231,886.986,-3.8634,6,12,11,357.983,-3.326,0.596,28.082,-2.735,1,1,1,-1.098,0.31,-2.796,-4.454,0,1,0,0,0,0,0,-0.188,0,0,0.101,0,1,1.14,1.535,1,0,0.285,2.869,772.86,0.416,0.099,0.174,-0.05,0.65,0.32
84,1.3184,5.5547,3.4365,-3.4365,1.3939,4.2363,0.236055048,-5.5547,-1.3184,4.7708,1.3343,6.1051,3.2378,870.987,-2.8342,6,11,10,353.189,-3.453,0.555,33.573,-2.735,1,1,1,-1.03,0.3,-2.646,-4.199,0,1,0,0,0,0,0,-0.15,0,0,-0.006,0,1,1.222,1.5,1,0,0.285,2.578,764.81,0.369,0.092,0.137,-0.076,0.608,0.277
85,2.36,5.71,4.04,-4.04,2.43,3.35,0.298507463,-5.71,-2.36,7.09,3.05,10.14,3.0825,866.973,1.27,7,12,4,364.855,-3.964,0.561,56.813,-2.74,1,1,1,-0.474,0.229,-1.954,-3.246,0,1,0,0,0,0,0,-0.162,0,0,-0.617,0,1,1.723,1.453,1,0,0.285,1.498,782.41,0.325,-0.082,-0.139,-0.093,0.447,0.219
86,2.22,5.58,3.9,-3.9,2.27,3.36,0.297619048,-5.58,-2.22,6.69,2.79,9.48,3.2125,852.946,1.2457,7,12,5,358.28,-3.966,0.526,57.51,-2.74,1,1,1,-0.494,0.233,-1.983,-3.269,0,1,0,0,0,0,0,-0.062,0,0,-0.606,0,1,2.261,1.417,1,0,0.285,1.531,765.46,0.338,-0.075,-0.118,-0.113,0.465,0.223
87,2.15,6.08,4.11,-4.11,2.15,3.93,0.254452926,-6.08,-2.15,6.61,2.49,9.1,2.7125,525.602,2.6594,1,8,2,221.662,-5.976,0.074,68.873,-3.244,1,1,1,-0.139,0.267,-0.784,-2.163,0,1,0,0,0,0,0,-0.412,0,0,-0.416,0,0,2.563,1.514,1,0,0.606,1.393,485.12,0.353,0.244,-0.351,0.176,0.35,0.442
88,1.74,6.23,3.99,-3.99,1.77,4.49,0.222717149,-6.23,-1.74,5.82,1.83,7.65,2.5625,527.618,2.3917,1,8,2,222.352,-5.886,0.091,67.535,-3.247,1,1,1,-0.145,0.276,-0.778,-2.219,0,1,0,0,0,0,0,-0.389,0,0,-0.407,0,1,2.525,1.539,1,0,0.601,1.437,491.34,0.413,0.229,-0.321,0.216,0.273,0.461
89,1.596,4.837,3.2161,-3.2161,1.5958,3.2409,0.308556265,-4.837,-1.596,5.0021,1.786,6.7881,3.9555,374.613,6.0269,4,3,0,166.848,-6.534,1.152,92.924,-2.831,0,1,1,0.7,0.028,0.637,-2.673,0,1,0,0,0,0,1,0.982,0,0,-0.871,0,1,1.877,0.398,0,0,1.193,-0.248,400.2,0.056,-0.128,-0.459,-0.21,0.11,-0.037
90,1.601,4.848,3.2243,-3.2243,1.6009,3.2469,0.307986079,-4.848,-1.601,5.0169,1.7926,6.8095,3.9445,388.64,6.417,5,3,0,173.213,-6.706,1.139,92.505,-2.861,0,1,1,0.737,0.006,0.647,-2.772,0,1,0,0,0,0,0,1.015,0,0,-0.89,0,1,1.895,0.321,0,0,1.134,-0.413,417,-0.004,-0.16,-0.52,-0.196,0.053,-0.087
91,1.603,4.842,3.2222,-3.2222,1.6028,3.239,0.308737265,-4.842,-1.603,5.0191,1.7969,6.816,3.9505,402.667,6.8071,6,3,0,179.578,-6.801,1.135,92.113,-2.905,0,1,1,0.721,0,0.666,-2.701,0,1,0,0,0,0,0,1.009,0,0,-0.813,0,1,1.879,0.297,0,0,1.071,-0.613,433.8,0.029,-0.157,-0.493,-0.185,0.072,-0.042
92,1.599,4.839,3.219,-3.219,1.5993,3.2395,0.308689613,-4.839,-1.599,5.0105,1.7915,6.802,3.9535,416.694,7.1972,7,3,0,185.943,-6.962,1.126,91.507,-2.918,0,1,1,0.726,0,0.682,-2.627,0,1,0,0,0,0,0,1.028,0,0,-0.775,0,1,1.809,0.265,0,0,0.994,-0.769,450.6,0.071,-0.133,-0.456,-0.153,0.103,-0.011
93,1.599,4.84,3.2192,-3.2192,1.599,3.2406,0.30858483,-4.84,-1.599,5.0102,1.7909,6.8011,3.9525,430.721,7.5873,8,3,0,192.308,-7.094,1.135,90.688,-2.918,0,1,1,0.719,0,0.7,-2.549,0,1,0,0,0,0,0,1.044,0,0,-0.739,0,1,1.78,0.225,0,0,0.905,-0.922,467.4,0.069,-0.129,-0.442,-0.148,0.1,-0.011
94,1.6,4.842,3.2209,-3.2209,1.6001,3.2417,0.308480118,-4.842,-1.6,5.0132,1.7924,6.8056,3.9505,444.748,7.9774,9,3,0,198.673,-7.226,1.144,90.113,-2.914,0,1,1,0.712,0,0.72,-2.479,0,1,0,0,0,0,0,1.06,0,0,-0.677,0,1,1.784,0.177,0,0,0.815,-1.131,484.21,0.066,-0.125,-0.428,-0.144,0.097,-0.01
95,1.604,4.849,3.2262,-3.2262,1.6039,3.2447,0.308194902,-4.849,-1.604,5.0237,1.7975,6.8212,3.9435,458.775,8.3675,10,3,0,205.038,-7.333,1.139,89.784,-2.9,0,1,1,0.697,0,0.739,-2.415,0,1,0,0,0,0,0,1.075,0,0,-0.612,0,1,1.808,0.141,0,0,0.723,-1.373,501.01,0.064,-0.121,-0.415,-0.139,0.094,-0.01
96,1.7,1.605,3.228,-3.228,1.6055,3.245,0.30816641,-1.605,-1.7,5.0278,1.7999,6.8277,7.1875,472.802,8.7576,11,3,0,211.403,-7.405,1.135,89.434,-2.885,0,1,1,0.67,0,0.757,-2.357,0,1,0,0,0,0,0,1.091,0,0,-0.533,0,1,1.832,0.113,0,0,0.638,-1.754,517.81,0.062,-0.118,-0.403,-0.135,0.091,-0.01
97,1.605,4.85,3.2277,-3.2277,1.6052,3.245,0.30816641,-4.85,-1.605,5.0271,1.7995,6.8266,3.9425,486.829,9.1477,12,3,0,217.768,-7.441,1.13,89.09,-2.865,0,1,1,0.633,0,0.776,-2.306,0,1,0,0,0,0,0,1.107,0,0,-0.443,0,1,1.863,0.081,0,0,0.56,-2.125,534.61,0.061,-0.114,-0.391,-0.131,0.089,-0.009
98,1.605,4.85,3.2277,-3.2277,1.6055,3.2449,0.308175907,-4.85,-1.605,5.0276,1.8,6.8276,3.9425,500.856,9.5378,13,3,0,224.133,-7.436,1.126,88.746,-2.841,0,1,1,0.588,0,0.795,-2.252,0,1,0,0,0,0,0,1.123,0,0,-0.348,0,1,1.899,0.049,0,0,0.491,-2.501,551.41,0.059,-0.111,-0.38,-0.128,0.086,-0.009
99,1.605,4.85,3.2274,-3.2274,1.6052,3.2444,0.3082234,-4.85,-1.605,5.027,1.7996,6.8266,3.9425,514.883,9.9279,14,3,0,230.498,-7.389,1.121,88.403,-2.818,0,1,1,0.536,0,0.814,-2.197,0,1,0,0,0,0,0,1.139,0,0,-0.257,0,1,1.935,0.017,0,0,0.434,-2.883,568.22,0.057,-0.108,-0.37,-0.124,0.084,-0.009
100,1.605,4.849,3.2273,-3.2273,1.6052,3.2441,0.308251903,-4.849,-1.605,5.0269,1.7996,6.8265,3.9435,528.91,10.318,15,3,0,236.863,-7.301,1.117,88.059,-2.797,0,1,1,0.477,0,0.833,-2.143,0,1,0,0,0,0,0,1.155,0,0,-0.175,0,1,1.971,-0.017,0,0,0.388,-3.253,585.02,0.056,-0.105,-0.36,-0.121,0.082,-0.009
101,1.552,4.831,3.1919,-3.1919,1.5536,3.279,0.304971028,-4.831,-1.552,4.908,1.7161,6.6241,3.9615,392.603,5.9749,4,3,0,171.014,-5.876,1.12,94.145,-2.881,0,1,1,0.616,0.165,0.577,-3.616,0,1,0,0,0,0,0,0.919,0,0,-0.632,0,0,2.137,1.24,1,0,0.823,0.345,405.15,0.302,0.043,-0.23,-0.049,0.414,0.147
102,1.549,4.824,3.1863,-3.1863,1.5501,3.2749,0.305352835,-4.824,-1.549,4.898,1.7117,6.6097,3.9685,406.63,6.365,5,3,0,177.379,-6.112,1.108,93.947,-2.864,0,1,1,0.672,0.141,0.582,-3.725,0,1,0,0,0,0,0,0.952,0,0,-0.683,0,0,2.089,1.286,1,0,0.778,0.185,421.96,0.236,0.006,-0.297,-0.04,0.349,0.093
103,1.548,4.828,3.188,-3.188,1.5491,3.2803,0.304850166,-4.828,-1.548,4.8972,1.7092,6.6064,3.9645,420.657,6.7551,6,3,0,183.744,-6.18,1.104,93.555,-2.889,0,1,1,0.685,0.097,0.602,-3.654,1,1,0,0,0,0,0,0.946,0,0,-0.661,0,0,2.085,1.35,1,0,0.751,-0.179,438.76,0.26,0.004,-0.278,-0.035,0.357,0.131
104,1.549,4.824,3.1866,-3.1866,1.5506,3.2743,0.30540879,-4.824,-1.549,4.8991,1.7125,6.6116,3.9685,434.684,7.1452,7,3,0,190.109,-6.335,1.095,92.949,-2.896,0,1,1,0.713,0.053,0.618,-3.58,1,1,0,0,0,0,1,0.965,0,0,-0.698,0,1,2.011,1.404,1,0,0.723,-0.487,455.56,0.293,0.021,-0.25,-0.009,0.379,0.155
105,1.547,4.821,3.1843,-3.1843,1.5485,3.2741,0.305427446,-4.821,-1.547,4.8937,1.7094,6.6031,3.9715,448.711,7.5353,8,3,0,196.474,-6.48,1.104,92.13,-2.903,0,1,1,0.736,0.008,0.636,-3.503,1,1,0,0,0,0,0,0.981,0,0,-0.729,0,1,1.966,1.447,1,0,0.693,-0.77,472.36,0.294,0.025,-0.243,-0.001,0.378,0.161
106,1.546,4.822,3.1843,-3.1843,1.5477,3.2757,0.305278261,-4.822,-1.546,4.8923,1.708,6.6003,3.9705,462.738,7.9254,9,3,0,202.839,-6.641,1.113,91.555,-2.908,0,1,1,0.758,0,0.656,-3.432,1,1,0,0,0,0,0,0.997,0,0,-0.733,0,1,1.942,1.481,1,0,0.662,-0.991,489.16,0.285,0.024,-0.236,-0.001,0.367,0.156
107,1.546,4.822,3.1837,-3.1837,1.5469,3.2763,0.305222354,-4.822,-1.546,4.8905,1.7067,6.5972,3.9705,476.765,8.3155,10,3,0,209.204,-6.788,1.108,91.226,-2.908,0,1,1,0.776,0,0.675,-3.368,1,1,0,0,0,0,0,1.013,0,0,-0.723,0,1,1.933,1.532,0,0,0.627,-1.233,505.96,0.277,0.023,-0.229,-0.001,0.356,0.151
108,1.547,4.823,3.1847,-3.1847,1.548,3.276,0.305250305,-4.823,-1.547,4.893,1.7083,6.6013,3.9695,490.792,8.7056,11,3,0,215.569,-6.912,1.104,90.876,-2.906,0,1,1,0.781,0,0.693,-3.31,1,1,0,0,0,0,0,1.029,0,0,-0.688,0,1,1.919,1.595,0,0,0.59,-1.614,522.77,0.269,0.022,-0.222,-0.001,0.346,0.147
109,1.548,4.823,3.1854,-3.1854,1.5488,3.2757,0.305278261,-4.823,-1.548,4.8949,1.7096,6.6045,3.9695,504.819,9.0957,12,3,0,221.934,-7.009,1.099,90.532,-2.898,0,1,1,0.778,0,0.712,-3.26,1,1,0,0,0,0,0,1.045,0,0,-0.626,0,1,1.912,1.668,0,0,0.55,-1.985,539.57,0.261,0.022,-0.216,-0.001,0.336,0.143
110,1.548,4.824,3.1859,-3.1859,1.549,3.2763,0.305222354,-4.824,-1.548,4.8958,1.7099,6.6057,3.9685,518.846,9.4858,13,3,0,228.298,-7.072,1.095,90.188,-2.883,0,1,1,0.765,0,0.731,-3.205,1,1,0,0,0,0,0,1.061,0,0,-0.542,0,1,1.911,1.739,0,0,0.507,-2.361,556.37,0.254,0.021,-0.21,-0.001,0.327,0.139
111,1.544,4.822,3.1831,-3.1831,1.5456,3.2776,0.305101294,-4.822,-1.544,4.8876,1.7045,6.5921,3.9705,532.873,9.8759,14,3,0,234.663,-7.101,1.09,89.845,-2.864,0,1,1,0.744,0,0.749,-3.15,1,1,0,0,0,0,0,1.077,0,0,-0.444,0,1,1.913,1.812,0,0,0.465,-2.743,573.17,0.247,0.021,-0.205,-0.001,0.319,0.135
112,1.55,4.828,3.189,-3.189,1.5514,3.2776,0.305101294,-4.828,-1.55,4.9022,1.7132,6.6154,3.9645,546.9,10.266,15,3,0,241.028,-7.093,1.086,89.501,-2.843,0,1,1,0.714,0,0.768,-3.096,1,1,0,0,0,0,0,1.093,0,0,-0.34,0,1,1.918,1.884,0,0,0.426,-3.113,589.97,0.241,0.02,-0.199,-0.001,0.311,0.132
113,1.706,4.859,3.2828,-3.2828,1.7091,3.1527,0.317188442,-4.859,-1.706,5.2567,1.9739,7.2306,3.9335,407.042,6.0202,4,3,0,176.462,-6.677,1.164,93.413,-2.633,0,1,1,0.648,0.009,0.647,-2.739,0,1,0,0,0,0,0,0.142,0,0,-0.82,0,1,2.328,0.278,1,0,0.718,-0.462,407.57,0.154,-0.162,-0.45,-0.218,0.029,0.082
114,1.703,4.861,3.282,-3.282,1.7056,3.1576,0.316696225,-4.861,-1.703,5.2496,1.9676,7.2172,3.9315,423.085,6.6343,5,3,0,183.517,-6.93,1.145,92.518,-2.658,0,1,1,0.693,0,0.637,-2.837,0,1,0,0,0,0,0,0.003,0,0,-0.912,0,1,2.337,0.238,1,0,0.678,-0.672,430.56,-0.002,-0.224,-0.588,-0.255,0.005,-0.108
115,1.708,4.86,3.284,-3.284,1.7111,3.1514,0.317319287,-4.86,-1.708,5.2612,1.9772,7.2384,3.9325,437.112,7.0244,6,3,0,189.882,-7.001,1.142,92.126,-2.697,0,1,1,0.679,0,0.656,-2.767,0,1,0,0,0,0,0,0.034,0,0,-0.833,0,1,2.306,0.214,0,0,0.642,-0.883,447.36,0.03,-0.219,-0.559,-0.242,0.025,-0.064
116,1.704,4.86,3.282,-3.282,1.7068,3.1554,0.316917031,-4.86,-1.704,5.2518,1.9698,7.2216,3.9325,451.139,7.4145,7,3,0,196.247,-7.138,1.132,91.521,-2.724,0,1,1,0.684,0,0.672,-2.693,0,1,0,0,0,0,0,0.065,0,0,-0.797,0,1,2.263,0.182,1,0,0.603,-1.051,464.16,0.07,-0.194,-0.522,-0.21,0.057,-0.034
